Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;114562;3.3100049495697;43.655518224839;3.3270468711853;0;1737731642;0.45317147353886;0;787515;0;0;55.891145623752;662.00106916985;0;0;1737731638;0;0;
ip-10-0-4-202;_ALL;_ALL;0;114562;3.3100049495697;43.655518224839;3.3270468711853;0;1737731642;0.45317147353886;0;787515;0;0;55.891145623752;662.00106916985;0;0;1737731638;0;0;
ip-10-0-4-202;4961;_ALL;0;114562;3.3100049495697;43.655518224839;3.3270468711853;0;1737731642;0.45317147353886;0;787515;0;0;55.891145623752;662.00106916985;0;0;1737731638;0;0;
ip-10-0-4-202;4961;4961;3.3051450252533;114562;3.3100049495697;43.655518224839;3.3270468711853;0;1737731642;0.45317147353886;0;787515;0;0;55.891145623752;662.00106916985;3.3051450252533;0;1737731638;0;0;
