function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
88;BSM_original_nocompil;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()();;16.540170669556;0.5450000166893;0.5450000166893;0.5450000166893;0.5450000166893;0;0;16.540170669556;0.5450000166893;0.5450000166893;0.5450000166893;0.5450000166893;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EEclEv;;
96;BSM_original_nocompil;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand();;13.353530883789;0.43999993801117;0.43999993801117;0.43999993801117;0.43999993801117;0;0;0;0;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EE11_M_gen_randEv;;
89;libgcc_s.so.1;__multf3;;11.684338569641;0.38499993085861;0.38499993085861;0.38499993085861;0.38499993085861;0;0;11.684338569641;0.38499993085861;0.38499993085861;0.38499993085861;0.38499993085861;0;0;1;"0,0,0,100,0,0,0,0,0,0";__multf3;;
78;BSM_original_nocompil;double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);;9.7116594314575;0.31999999284744;0.31999996304512;0.31999996304512;0.31999996304512;0;0;7.7389779090881;0.25499993562698;0.25499996542931;0.25499996542931;0.25499996542931;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZSt18generate_canonicalIdLm53ESt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EEET_RT1_;;
114;libgcc_s.so.1;__trunctfdf2;;9.5599155426025;0.31499999761581;0.31499999761581;0.31499999761581;0.31499999761581;0;0;9.5599155426025;0.31499999761581;0.31499999761581;0.31499999761581;0.31499999761581;0;0;1;"0,0,0,100,0,0,0,0,0,0";__trunctfdf2;;
41;BSM_original_nocompil;double std::normal_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<double>::param_type const&);;7.435489654541;0.24499998986721;0.24499998986721;0.24499998986721;0.24499998986721;0;0;4.8558297157288;0.15999999642372;0.15999999642372;0.15999999642372;0.15999999642372;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt19normal_distributionIdEclISt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EEEEdRT_RKNS0_10param_typeE;;
273;libm-2.26.so;__ieee754_log;;7.2837448120117;0.23999999463558;0.23999997973442;0.23999997973442;0.23999997973442;0;0;7.2837448120117;0.23999999463558;0.23999997973442;0.23999997973442;0.23999997973442;0;0;1;"0,0,0,100,0,0,0,0,0,0";__ieee754_log;;
258;libm-2.26.so;__exp_finite;;6.3732767105103;0.20999997854233;0.20999997854233;0.20999997854233;0.20999997854233;0;0;6.3732767105103;0.20999997854233;0.20999997854233;0.20999997854233;0.20999997854233;0;0;1;"0,0,0,100,0,0,0,0,0,0";__exp_finite;;
82;libm-2.26.so;__sqrt;;5.3110642433167;0.17500001192093;0.17499999701977;0.17499999701977;0.17499999701977;0;0;5.3110642433167;0.17500001192093;0.17499999701977;0.17499999701977;0.17499999701977;0;0;1;"0,0,0,100,0,0,0,0,0,0";__sqrt;;
86;libm-2.26.so;__GI___exp;;3.1866383552551;0.10499998927116;0.10499998927116;0.10499998927116;0.10499998927116;0;0;3.1866383552551;0.10499998927116;0.10499998927116;0.10499998927116;0.10499998927116;0;0;1;"0,0,0,100,0,0,0,0,0,0";__GI___exp;;
