function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
9;BSM_original_nocompil;black_scholes_monte_carlo(unsigned long, unsigned long, double, double, double, double, unsigned long);;2.8831486701965;0.094999983906746;0.094999983906746;0.094999983906746;0.094999983906746;0;0;0;0;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";_Z25black_scholes_monte_carlommddddm;;
28;BSM_original_nocompil;double const& std::max<double>(double const&, double const&);;1.9726809263229;0.064999997615814;0.064999997615814;0.064999997615814;0.064999997615814;0;0;1.9726809263229;0.064999997615814;0.064999997615814;0.064999997615814;0.064999997615814;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZSt3maxIdERKT_S2_S2_;;
57;BSM_original_nocompil;std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&);;1.3657021522522;0.044999998062849;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1.3657021522522;0.044999998062849;0.044999998062849;0.044999998062849;0.044999998062849;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt8__detail8_AdaptorISt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EEdEC1ERS2_;;
58;BSM_original_nocompil;std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()();;0.91046810150146;0.029999999329448;0.029999997466803;0.029999997466803;0.029999997466803;0;0;0.91046810150146;0.029999999329448;0.029999997466803;0.029999997466803;0.029999997466803;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt8__detail8_AdaptorISt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EEdEclEv;;
-1;BSM_original_nocompil;unknown_function;;0.91046810150146;0.029999999329448;0.029999997466803;0.029999997466803;0.029999997466803;0;0;0;0;0;0;0;0;0;1;"100,0,0,0,0,0,0,0,0,0";Unknown function;;
110;libgcc_s.so.1;__extenddftf2;;0.45523405075073;0.014999999664724;0.014999998733401;0.014999998733401;0.014999998733401;0;0;0.45523405075073;0.014999999664724;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;"0,0,0,0,0,0,0,0,0,100";__extenddftf2;;
59;BSM_original_nocompil;std::normal_distribution<double>::param_type::stddev() const;;0.45523405075073;0.014999999664724;0.014999998733401;0.014999998733401;0.014999998733401;0;0;0.45523405075073;0.014999999664724;0.014999998733401;0.014999998733401;0.014999998733401;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNKSt19normal_distributionIdE10param_type6stddevEv;;
76;libm-2.26.so;__log;;0.30348935723305;0.0099999997764826;0.0099999997764826;0.0099999997764826;0.0099999997764826;0;0;0.15174467861652;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;"0,0,0,100,0,0,0,0,0,0";__log;;
76;BSM_original_nocompil;std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min();;0.15174467861652;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;0.15174467861652;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNSt23mersenne_twister_engineImLm32ELm624ELm397ELm31ELm2567483615ELm11ELm4294967295ELm7ELm2636928640ELm15ELm4022730752ELm18ELm1812433253EE3minEv;;
60;BSM_original_nocompil;std::normal_distribution<double>::param_type::mean() const;;0.15174467861652;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;0.15174467861652;0.0049999998882413;0.0049999998882413;0.0049999998882413;0.0049999998882413;0;0;1;"100,0,0,0,0,0,0,0,0,0";_ZNKSt19normal_distributionIdE10param_type4meanEv;;
