group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;LDR,;0,;0x40376c,;Indirect;0;Success;4;4;0;4;0;1;
1;L;LDR,;0,;0x403750,;Indirect;0;Success;4;4;0;4;0;1;
1;L;LDR,;0,;0x40373c,;Indirect;0;Success;4;4;0;4;0;1;
15;LLLLLSLLLLLLLLS;LDR,LDR,LDR,LDR,LDR,STR,LDR,LDR,LDR,LDR,LDR,LDR,LDR,LDR,STR,;88,8,88,88,8,36,88,8,36,88,8,8,88,88,88,;0x403728,0x403734,0x403738,0x403744,0x40374c,0x40375c,0x403760,0x403768,0x403770,0x40377c,0x403784,0x4037a0,0x4037a4,0x4037ac,0x4037b4,;Success;0;Success;112;20;92;88;0;1;
1;S;STR,;0,;0x4037a8,;Indirect;0;Success;4;4;0;4;0;1;
1;L;LDR,;0,;0x403788,;Indirect;0;Success;4;4;0;4;0;1;
