group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;LDR,;0,;0x4037f4,;Indirect;0;Success;8;8;0;8;0;1;
1;L;LDR,;0,;0x4037d8,;Indirect;0;Success;8;8;0;8;0;1;
1;L;LDR,;0,;0x4037c4,;Indirect;0;Success;8;8;0;8;0;1;
14;LLLLLSLLLLLLLS;LDR,LDR,LDR,LDR,LDR,STR,LDR,LDR,LDR,LDR,LDR,LDR,LDR,STR,;64,8,64,64,8,32,64,8,32,32,8,64,64,64,;0x4037b0,0x4037bc,0x4037c0,0x4037cc,0x4037d4,0x4037e4,0x4037e8,0x4037f0,0x4037f8,0x403804,0x403828,0x40382c,0x403834,0x40383c,;Success;0;Success;112;24;88;64;0;1;
1;S;STR,;0,;0x403830,;Indirect;0;Success;8;8;0;8;0;1;
