block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
301;BSM-MPI+BOOST_nocompil;;14.46356678009;142.66485595703;;;;;;;;
221;BSM-MPI+BOOST_nocompil;;12.907872200012;127.31988525391;;;;;;;;
303;BSM-MPI+BOOST_nocompil;;4.2022581100464;41.449981689453;;;;;;;;
284;BSM-MPI+BOOST_nocompil;;3.732351064682;36.81494140625;;;;;;;;
223;BSM-MPI+BOOST_nocompil;;3.4271981716156;33.804988861084;;;;;;;;
209;BSM-MPI+BOOST_nocompil;;3.0769250392914;30.349988937378;;;;;;;;
64;BSM-MPI+BOOST_nocompil;;2.3378536701202;23.059978485107;;;;;;;;
314;BSM-MPI+BOOST_nocompil;;2.0935258865356;20.649995803833;;;;;;;;
65;BSM-MPI+BOOST_nocompil;;1.968827009201;19.419998168945;;;;;;;;
347;BSM-MPI+BOOST_nocompil;;1.9394237995148;19.129970550537;;;;;;;;
300;BSM-MPI+BOOST_nocompil;;1.9090123176575;18.829999923706;;;;;;;;
320;BSM-MPI+BOOST_nocompil;;1.5866193771362;15.650000572205;;;;;;;;
212;BSM-MPI+BOOST_nocompil;;1.4162985086441;13.969999313354;;;;;;;;
309;BSM-MPI+BOOST_nocompil;;1.4061615467072;13.870011329651;;;;;;;;
211;BSM-MPI+BOOST_nocompil;;1.3823356628418;13.634999275208;;;;;;;;
341;BSM-MPI+BOOST_nocompil;;1.0584229230881;10.440008163452;;;;;;;;
285;BSM-MPI+BOOST_nocompil;;1.054368019104;10.400011062622;;;;;;;;
356;BSM-MPI+BOOST_nocompil;;0.94436806440353;9.3150005340576;;;;;;;;
250;BSM-MPI+BOOST_nocompil;;0.93676429986954;9.2399988174438;;;;;;;;
210;BSM-MPI+BOOST_nocompil;;0.83234143257141;8.2099990844727;;;;;;;;
62;BSM-MPI+BOOST_nocompil;;0.81358677148819;8.0250072479248;;;;;;;;
359;BSM-MPI+BOOST_nocompil;;0.79989957809448;7.8900008201599;;;;;;;;
275;BSM-MPI+BOOST_nocompil;;0.76441603899002;7.5400004386902;;;;;;;;
317;BSM-MPI+BOOST_nocompil;;0.68179035186768;6.7250022888184;;;;;;;;
63;BSM-MPI+BOOST_nocompil;;0.62248206138611;6.1400008201599;;;;;;;;
358;BSM-MPI+BOOST_nocompil;;0.56165319681168;5.5400009155273;;;;;;;;
357;BSM-MPI+BOOST_nocompil;;0.54441833496094;5.3700008392334;;;;;;;;
24;BSM-MPI+BOOST_nocompil;;0.51704567670822;5.1000037193298;;;;;;;;
306;BSM-MPI+BOOST_nocompil;;0.51653850078583;5.0950012207031;;;;;;;;
219;BSM-MPI+BOOST_nocompil;;0.48054814338684;4.7400016784668;;;;;;;;
207;BSM-MPI+BOOST_nocompil;;0.47497206926346;4.6850008964539;;;;;;;;
287;BSM-MPI+BOOST_nocompil;;0.40299111604691;3.9749991893768;;;;;;;;
220;BSM-MPI+BOOST_nocompil;;0.4014704823494;3.9600002765656;;;;;;;;
281;BSM-MPI+BOOST_nocompil;;0.39285308122635;3.8750007152557;;;;;;;;
25;BSM-MPI+BOOST_nocompil;;0.37815284729004;3.7300012111664;;;;;;;;
208;BSM-MPI+BOOST_nocompil;;0.37054914236069;3.6550002098083;;;;;;;;
280;BSM-MPI+BOOST_nocompil;;0.3664938211441;3.6149997711182;;;;;;;;
288;BSM-MPI+BOOST_nocompil;;0.36091789603233;3.5600001811981;;;;;;;;
360;BSM-MPI+BOOST_nocompil;;0.34317618608475;3.3850004673004;;;;;;;;
59;BSM-MPI+BOOST_nocompil;;0.33810704946518;3.3349997997284;;;;;;;;
279;BSM-MPI+BOOST_nocompil;;0.30414429306984;3.0000002384186;;;;;;;;
271;BSM-MPI+BOOST_nocompil;;0.27778524160385;2.7400012016296;;;;;;;;
313;BSM-MPI+BOOST_nocompil;;0.25750884413719;2.5400002002716;;;;;;;;
37;BSM-MPI+BOOST_nocompil;;0.24230167269707;2.3900008201599;;;;;;;;
222;BSM-MPI+BOOST_nocompil;;0.23875327408314;2.3550000190735;;;;;;;;
294;BSM-MPI+BOOST_nocompil;;0.22101148962975;2.1799998283386;;;;;;;;
312;BSM-MPI+BOOST_nocompil;;0.20073519647121;1.9799996614456;;;;;;;;
43;BSM-MPI+BOOST_nocompil;;0.19262474775314;1.900000333786;;;;;;;;
291;BSM-MPI+BOOST_nocompil;;0.18907634913921;1.8649998903275;;;;;;;;
308;BSM-MPI+BOOST_nocompil;;0.18603493273258;1.8350001573563;;;;;;;;
273;BSM-MPI+BOOST_nocompil;;0.18451419472694;1.8200000524521;;;;;;;;
274;BSM-MPI+BOOST_nocompil;;0.18096587061882;1.78500020504;;;;;;;;
276;BSM-MPI+BOOST_nocompil;;0.18096582591534;1.7849997282028;;;;;;;;
319;BSM-MPI+BOOST_nocompil;;0.16068959236145;1.5850002765656;;;;;;;;
261;BSM-MPI+BOOST_nocompil;;0.14903070032597;1.4700000286102;;;;;;;;
318;BSM-MPI+BOOST_nocompil;;0.14801688492298;1.460000038147;;;;;;;;
213;BSM-MPI+BOOST_nocompil;;0.14750994741917;1.4549996852875;;;;;;;;
311;BSM-MPI+BOOST_nocompil;;0.13179585337639;1.3000000715256;;;;;;;;
224;BSM-MPI+BOOST_nocompil;;0.12267150729895;1.2099997997284;;;;;;;;
251;BSM-MPI+BOOST_nocompil;;0.11963009089231;1.1800000667572;;;;;;;;
265;BSM-MPI+BOOST_nocompil;;0.11963009089231;1.1800000667572;;;;;;;;
61;BSM-MPI+BOOST_nocompil;;0.11810936033726;1.164999961853;;;;;;;;
307;BSM-MPI+BOOST_nocompil;;0.11304027587175;1.1149998903275;;;;;;;;
166;BSM-MPI+BOOST_nocompil;;0.10036759823561;0.98999983072281;;;;;;;;
310;BSM-MPI+BOOST_nocompil;;0.097833074629307;0.96499997377396;;;;;;;;
345;BSM-MPI+BOOST_nocompil;;0.097326159477234;0.95999991893768;;;;;;;;
42;BSM-MPI+BOOST_nocompil;;0.091243274509907;0.8999999165535;;;;;;;;
272;BSM-MPI+BOOST_nocompil;;0.088201820850372;0.86999976634979;;;;;;;;
339;BSM-MPI+BOOST_nocompil;;0.085667289793491;0.8449998497963;;;;;;;;
263;BSM-MPI+BOOST_nocompil;;0.063363388180733;0.62499994039536;;;;;;;;
267;BSM-MPI+BOOST_nocompil;;0.059308137744665;0.58499997854233;;;;;;;;
232;BSM-MPI+BOOST_nocompil;;0.058801218867302;0.57999986410141;;;;;;;;
234;BSM-MPI+BOOST_nocompil;;0.045621637254953;0.44999995827675;;;;;;;;
230;BSM-MPI+BOOST_nocompil;;0.045114707201719;0.44499972462654;;;;;;;;
229;BSM-MPI+BOOST_nocompil;;0.039538729935884;0.38999974727631;;;;;;;;
231;BSM-MPI+BOOST_nocompil;;0.032948944717646;0.32499980926514;;;;;;;;
344;BSM-MPI+BOOST_nocompil;;0.030414417386055;0.29999989271164;;;;;;;;
233;BSM-MPI+BOOST_nocompil;;0.027372982352972;0.26999998092651;;;;;;;;
