Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;858306;986.37396240234;21.566317336825;997.18432617188;0;1737732656;0;0;673980;0;0;78.431582848953;197274.80652866;0;0;1737731659;0.0030414425975515;0;
ip-10-0-4-202;_ALL;_ALL;0;858306;986.37396240234;21.566317336825;997.18432617188;0;1737732656;0;0;673980;0;0;78.431582848953;197274.80652866;0;0;1737731659;0.0030414425975515;0;
ip-10-0-4-202;5080;_ALL;0;858306;986.37396240234;21.566317336825;997.18432617188;0;1737732656;0;0;673980;0;0;78.431582848953;197274.80652866;0;0;1737731659;0.0030414425975515;0;
ip-10-0-4-202;5080;5080;415.23846435547;858306;986.37396240234;21.566317336825;997.18432617188;0;1737732656;0;0;673980;0;0;78.431582848953;197274.80652866;201.28175354004;0;1737731659;0.0030414425975515;0;
