node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
ip-10-0-4-202;ARM_NEOVERSE_V2;5;26;aarch64;ARM_NEOVERSE_V2;;;;0;0;NA;NA;madvise;Linux 5.10.226-214.880.amzn2.aarch64 #1 SMP Tue Oct 8 16:18:00 UTC 2024;19067;
