Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;678192;3.2950081825256;43.702466778319;3.3041579723358;0;1737731652;0.45523405359885;0;374034;0;0;55.842042238967;659.00166656767;0;0;1737731649;0;0;
ip-10-0-4-202;_ALL;_ALL;0;678192;3.2950081825256;43.702466778319;3.3041579723358;0;1737731652;0.45523405359885;0;374034;0;0;55.842042238967;659.00166656767;0;0;1737731649;0;0;
ip-10-0-4-202;5026;_ALL;0;678192;3.2950081825256;43.702466778319;3.3041579723358;0;1737731652;0.45523405359885;0;374034;0;0;55.842042238967;659.00166656767;0;0;1737731649;0;0;
ip-10-0-4-202;5026;5026;3.125077009201;678192;3.2950081825256;43.702466778319;3.3041579723358;0;1737731652;0.45523405359885;0;374034;0;0;55.842042238967;659.00166656767;3.125077009201;0;1737731649;0;0;
