block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
106;BSM-MPI+BOOST_compil;;8.6776533126831;14.019998550415;14.019997596741;14.019997596741;14.019997596741;0;0;1;;
105;BSM-MPI+BOOST_compil;;7.1643261909485;11.575001716614;11.575000762939;11.575000762939;11.575000762939;0;0;1;;
185;BSM-MPI+BOOST_compil;;6.1709132194519;9.9699993133545;9.9699993133545;9.9699993133545;9.9699993133545;0;0;1;;
226;BSM-MPI+BOOST_compil;;4.1995635032654;6.7849998474121;6.7849998474121;6.7849998474121;6.7849998474121;0;0;1;;
118;BSM-MPI+BOOST_compil;;2.7202770709991;4.3949995040894;4.3949995040894;4.3949995040894;4.3949995040894;0;0;1;;
102;BSM-MPI+BOOST_compil;;2.206550359726;3.5650000572205;3.565000295639;3.565000295639;3.565000295639;0;0;1;;
222;BSM-MPI+BOOST_compil;;2.1508450508118;3.4749999046326;3.4749999046326;3.4749999046326;3.4749999046326;0;0;1;;
95;BSM-MPI+BOOST_compil;;1.9837287664413;3.2049996852875;3.2049999237061;3.2049999237061;3.2049999237061;0;0;1;;
94;BSM-MPI+BOOST_compil;;1.8197075128555;2.9399995803833;2.9399998188019;2.9399998188019;2.9399998188019;0;0;1;;
99;BSM-MPI+BOOST_compil;;1.1233909130096;1.8149998188019;1.8149998188019;1.8149998188019;1.8149998188019;0;0;1;;
112;BSM-MPI+BOOST_compil;;1.0305486917496;1.6649998426437;1.664999961853;1.664999961853;1.664999961853;0;0;1;;
184;BSM-MPI+BOOST_compil;;0.76749569177628;1.2399997711182;1.2399997711182;1.2399997711182;1.2399997711182;0;0;1;;
103;BSM-MPI+BOOST_compil;;0.57562172412872;0.92999976873398;0.92999988794327;0.92999988794327;0.92999988794327;0;0;1;;
101;BSM-MPI+BOOST_compil;;0.52920067310333;0.85499995946884;0.85499995946884;0.85499995946884;0.85499995946884;0;0;1;;
115;BSM-MPI+BOOST_compil;;0.44873738288879;0.72499990463257;0.72499996423721;0.72499996423721;0.72499996423721;0;0;1;;
108;BSM-MPI+BOOST_compil;;0.43326368927956;0.69999992847443;0.69999986886978;0.69999986886978;0.69999986886978;0;0;1;;
111;BSM-MPI+BOOST_compil;;0.29400035738945;0.47499993443489;0.47499996423721;0.47499996423721;0.47499996423721;0;0;1;;
183;BSM-MPI+BOOST_compil;;0.27852663397789;0.4499998986721;0.44999992847443;0.44999992847443;0.44999992847443;0;0;1;;
107;BSM-MPI+BOOST_compil;;0.27543190121651;0.44499990344048;0.44499990344048;0.44499990344048;0.44499990344048;0;0;1;;
116;BSM-MPI+BOOST_compil;;0.055705334991217;0.089999996125698;0.089999988675117;0.089999988675117;0.089999988675117;0;0;1;;
227;BSM-MPI+BOOST_compil;;0.027852667495608;0.044999998062849;0.044999994337559;0.044999994337559;0.044999994337559;0;0;1;;
124;BSM-MPI+BOOST_compil;;0.027852667495608;0.044999998062849;0.044999994337559;0.044999994337559;0.044999994337559;0;0;1;;
224;BSM-MPI+BOOST_compil;;0.021663183346391;0.034999992698431;0.034999992698431;0.034999992698431;0.034999992698431;0;0;1;;
123;BSM-MPI+BOOST_compil;;0.018568443134427;0.029999995604157;0.029999995604157;0.029999995604157;0.029999995604157;0;0;1;;
119;BSM-MPI+BOOST_compil;;0.0092842215672135;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
109;BSM-MPI+BOOST_compil;;0.0092842215672135;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
110;BSM-MPI+BOOST_compil;;0.0092842215672135;0.014999997802079;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
104;BSM-MPI+BOOST_compil;;0.0061894813552499;0.00999999884516;0.00999999884516;0.00999999884516;0.00999999884516;0;0;1;;
120;BSM-MPI+BOOST_compil;;0.0061894813552499;0.00999999884516;0.00999999884516;0.00999999884516;0.00999999884516;0;0;1;;
139;BSM-MPI+BOOST_compil;;0.0061894813552499;0.00999999884516;0.00999999884516;0.00999999884516;0.00999999884516;0;0;1;;
153;BSM-MPI+BOOST_compil;;0.0061894813552499;0.00999999884516;0.00999999884516;0.00999999884516;0.00999999884516;0;0;1;;
221;BSM-MPI+BOOST_compil;;0.0030947406776249;0.00499999942258;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
140;BSM-MPI+BOOST_compil;;0.0030947406776249;0.00499999942258;0.00499999942258;0.00499999942258;0.00499999942258;0;0;1;;
